Sample_Name,Strain_Alias,Heterozygosity,Introgressions,Fraction_Heterozygous_Introgressions,Phylogenetic_Clade,Main_Ancestral_pop,Main_Anc_Pop_Q,Secondary_Ancestral_Pop,Secondary_Anc_Pop_Q,used_in_ADMIXTURE,Used_in_supporting_phylogenies,Used_in_main_phylogeny,Used_in_MDSA,Reference,,,,,,,,,,,,
ABH,YJM454_1b,,,,M3. Mosaic region 3,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
ABI,YJM653_1b,,,,M3. Mosaic region 3,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
ABK,YJM678_1b,,,,M3. Mosaic region 3,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
ACA,EM93_3,,,,M3. Mosaic region 3,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
ADK,CLIB208_1,,,,M3. Mosaic region 3,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
ADT,CBS7765,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AEE,CBS2441,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AEL,CBS1394,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AFG,CBS1387,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AGP,CBS1544,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AGT,CBS3078,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AKI,DBVPG6044,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AKQ,CLQCA_04-021,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AKS,CLQCA_09-001,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ALG,CLQCA_18-003,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ALR,21-4-114,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ANA,DBVPG6696,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ARB,CBS1254,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ATB,Y1,,,,M3. Mosaic region 3,,,,,,,,1,"Fay et al., Plos Gen, 2005",,,,,,,,,,,,
ATC,YJM308,,,,M3. Mosaic region 3,,,,,,,,1,"Fay et al., Plos Gen, 2005",,,,,,,,,,,,
ATD,YJM339,,,,M3. Mosaic region 3,,,,,,,,1,"Fay et al., Plos Gen, 2005",,,,,,,,,,,,
ATE,YJM627,,,,M3. Mosaic region 3,,,,,,,,1,"Fay et al., Plos Gen, 2005",,,,,,,,,,,,
BBL,IMB-53,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BBT,2281,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BDC,#36,,,,M3. Mosaic region 3,,,,,,,,1,"Ezov et al., Genetics, 2006",,,,,,,,,,,,
BDF,#57,,,,M3. Mosaic region 3,,,,,,,,1,"Ezov et al., Genetics, 2006",,,,,,,,,,,,
BDG,#58,,,,M3. Mosaic region 3,,,,,,,,1,"Ezov et al., Genetics, 2006",,,,,,,,,,,,
BDM,MAJ_A,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BIE,DBVPG1074,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BMD,384103A,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BMF,269521J,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BMQ,2720,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BPA,DBVPG1792,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BRL,DBVPG6350,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BRV,DBVPG6874,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BSK,D3742,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BTA,NCYC_2798,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BTB,77,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CBK,1,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CBL,2,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CBM,3,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CDC,N37-1A,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CDE,N39-7A,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CDK,CCY_21-4-93:6B,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CEM,CCY_21-4-89:7-3,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CEQ,MUCL_30909-2C,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CHN,B9b-1,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CHP,B9c-1,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CHQ,B10-1,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CHS,SC 32 F. Dromer IP,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CHT,SC 33 F. Dromer IP,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CIC,Ponton 11,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CID,Ponton 12,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CIF,Ponton 14,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CIG,PB11,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CIH,PB12,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CII,PB13,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CIK,PB14,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CIL,PB15,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CKA,malade 3285/11-2-4,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CKN,malade 98 2601,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CLG,NCYC_2966,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CMG,RIB6002,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CNC,SM8.3.M5,,,,M3. Mosaic region 3,,,,,,,,1,"Antonangelo et al., Yeast, 2013",,,,,,,,,,,,
CRE,CLQCA_17-111,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
SACE_GAV,W303,,,,M3. Mosaic region 3,,,,,,,,1,"Bergström et al., MBE, 2014",,,,,,,,,,,,
SACE_MAB,378604X,,,,M3. Mosaic region 3,,,,,,,,1,"Skelly et al., Gen. Res., 2013",,,,,,,,,,,,
SACE_YAK,YJM450,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YAL,YJM451,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YAN,YJM456,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YAP,YJM541,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YAQ,YJM554,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YAR,YJM555,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YAT,YJM681,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YAU,YJM682,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YAV,YJM683,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YAW,YJM689,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YBJ,YJM1190,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YBK,YJM1199,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YBL,YJM1202,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YBM,YJM1208,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YBT,YJM1304,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YBU,YJM1307,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YBZ,YJM1338,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YCE,YJM1381,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YCH,YJM1386,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YCS,YJM1419,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YDG,YJM1527,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YDH,YJM1549,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YDL,YJM1615,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YDN,YJM1083,,,,M3. Mosaic region 3,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
BFL,EXF-6780,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
SACE_YCX,YJM1444,,,,Other,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
ABL,CBS2888_1b,,,,SouthAfrica,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AFS,CBS1173,,,,Other,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AGC,CBS2444,,,,8. Mixed Origin,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
AMB,IY_03-5-30-1-1-1_(1),,,,Wild_North_American,,,,,,,,1,"Nguyen et al., Mycologia, 2007",,,,,,,,,,,,
AMD,ES4M07,,,,CHN-VI,,,,,,,,1,"Naumov et al., A.v.l., 2012",,,,,,,,,,,,
AMM,SJ5L12,,,,Other,,,,,,,,1,"Naumov et al., A.v.l., 2012",,,,,,,,,,,,
ASM,CLIB409,,,,Other,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BEG,CLIB414,,,,Other,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BFA,EXF-5284,,,,M3. Mosaic region 3,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BPI,DBVPG1848,,,,Other,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CCP,IFO_0877:6-1,,,,Other,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CDB,ATCC_66348-1D,,,,Other,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CEP,ATCC_52922-1C,,,,Other,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CKR,malade Darkman,,,,Other,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
SACE_GAS,UWOPS83-787_3,,,,Wild_North_American,,,,,,,,1,"Bergström et al., MBE, 2014",,,,,,,,,,,,
SACE_GAT,UWOPS87-2421,,,,Other,,,,,,,,1,"Bergström et al., MBE, 2014",,,,,,,,,,,,
SACE_YAX,YJM693,,,,Other,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YBV,YJM1311,,,,Other,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YBW,YJM1326,,,,Other,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YCB,YJM1342,,,,SouthAfrica,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YCG,YJM1385,,,,Other,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YCN,YJM1401,,,,Other,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YCO,YJM1402,,,,Wild_North_American,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YDB,YJM1463,,,,Other,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YDI,YJM1573,,,,Wild_North_American,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
